Index-1,Index-2,$,Brent
0.080371,0.080264,0.361533,0.712493
0.080279,0.080371,0.352869,0.707496
0.080291,0.080279,0.338712,0.693434
0.079963,0.080291,0.339622,0.700639
0.079538,0.079963,0.304809,0.698664
0.079122,0.079538,0.31815,0.69878
0.077786,0.079122,0.312343,0.700755
0.076844,0.077786,0.312029,0.683905
0.076553,0.076844,0.312029,0.654503
0.07508,0.076553,0.313599,0.65799
0.074343,0.07508,0.313599,0.621732
0.075374,0.074343,0.313599,0.628704
0.075754,0.075374,0.317052,0.589541
0.075497,0.075754,0.329608,0.639163
0.076215,0.075497,0.351582,0.641836
0.077336,0.076215,0.32333,0.618942
0.077594,0.077336,0.335886,0.61627
0.07764,0.077594,0.339026,0.629402
0.077849,0.07764,0.329608,0.642533
0.077396,0.077849,0.328039,0.638815
0.077497,0.077396,0.332433,0.665078
0.077578,0.077497,0.331178,0.66717
0.078082,0.077578,0.335886,0.668216
0.078872,0.078082,0.342165,0.682045
0.079287,0.078872,0.341537,0.714817
0.079335,0.079287,0.354721,0.704474
0.079126,0.079335,0.35786,0.703661
0.079223,0.079126,0.35786,0.687391
0.079583,0.079223,0.353152,0.704126
0.079655,0.079583,0.35943,0.71319
0.079913,0.079655,0.35943,0.727716
0.079646,0.079913,0.35943,0.727716
0.077889,0.079646,0.36508,0.730273
0.078314,0.077889,0.365708,0.713771
0.078379,0.078314,0.362255,0.710982
0.078156,0.078379,0.365708,0.714817
0.077348,0.078156,0.370103,0.715747
0.076877,0.077348,0.370417,0.696223
0.077038,0.076877,0.371359,0.709239
0.077106,0.077038,0.374969,0.715049
0.076895,0.077106,0.354721,0.729924
0.075692,0.076895,0.345304,0.730273
0.076023,0.075692,0.365708,0.728995
0.076192,0.076023,0.368847,0.721209
0.07626,0.076192,0.371986,0.728298
0.076227,0.07626,0.367592,0.721557
0.075989,0.076227,0.373556,0.725741
0.07567,0.075989,0.374498,0.7405
0.075576,0.07567,0.379834,0.770598
0.075114,0.075576,0.387682,0.770598
0.075379,0.075114,0.404947,0.772458
0.075707,0.075379,0.401808,0.772109
0.076718,0.075707,0.407145,0.779895
0.079017,0.076718,0.392391,0.77792
0.079865,0.079017,0.428491,0.781522
0.080232,0.079865,0.422212,0.753283
0.079231,0.080232,0.417504,0.761185
0.079511,0.079231,0.415934,0.770831
0.079066,0.079511,0.422212,0.754096
0.079101,0.079066,0.407647,0.755375
0.079003,0.079101,0.398889,0.757699
0.078212,0.079003,0.395467,0.76258
0.078324,0.078212,0.412921,0.764207
0.078411,0.078324,0.412826,0.763393
0.079114,0.078411,0.409405,0.76258
0.08051,0.079114,0.405104,0.774898
0.080769,0.08051,0.403284,0.775479
0.081349,0.080769,0.403535,0.786055
0.082315,0.081349,0.407616,0.780244
0.082988,0.082315,0.404414,0.778966
0.084612,0.082988,0.404602,0.783614
0.085939,0.084612,0.404759,0.784428
0.086197,0.085939,0.40658,0.777571
0.086472,0.086197,0.406548,0.78373
0.087326,0.086472,0.406266,0.781174
0.089162,0.087326,0.414365,0.78559
0.089125,0.089162,0.414365,0.802324
0.089728,0.089125,0.414051,0.818245
0.090468,0.089728,0.42036,0.818245
0.090718,0.090468,0.429746,0.825799
0.091599,0.090718,0.444971,0.821267
0.093308,0.091599,0.43163,0.833004
0.093897,0.093308,0.426921,0.831145
0.094321,0.093897,0.422212,0.831145
0.097074,0.094321,0.429746,0.82731
0.097115,0.097074,0.425132,0.832423
0.096162,0.097115,0.420674,0.832307
0.09831,0.096162,0.425226,0.836142
0.098284,0.09831,0.431944,0.861941
0.09758,0.098284,0.432948,0.866473
0.098022,0.09758,0.433168,0.866473
0.098748,0.098022,0.434643,0.832307
0.100652,0.098748,0.444092,0.832423
0.103357,0.100652,0.444218,0.831261
0.10421,0.103357,0.44111,0.836258
0.105878,0.10421,0.447325,0.838931
0.108033,0.105878,0.455048,0.823126
0.107777,0.108033,0.462864,0.823126
0.103815,0.107777,0.461452,0.83312
0.100148,0.103815,0.469237,0.83312
0.101662,0.100148,0.470555,0.808716
0.100609,0.101662,0.469299,0.822777
0.098162,0.100609,0.459882,0.822777
0.099934,0.098162,0.465721,0.813829
0.101855,0.099934,0.46616,0.827193
0.101505,0.101855,0.46594,0.836723
0.102337,0.101505,0.456743,0.838001
0.102387,0.102337,0.455173,0.838001
0.101916,0.102387,0.43163,0.837536
0.103464,0.101916,0.431536,0.83835
0.103501,0.103464,0.437908,0.821848
0.103091,0.103501,0.438128,0.804416
0.104659,0.103091,0.434769,0.784079
0.107391,0.104659,0.43163,0.796746
0.107979,0.107391,0.420643,0.78803
0.106974,0.107979,0.425352,0.716909
0.108011,0.106974,0.415589,0.716909
0.109185,0.108011,0.411163,0.705171
0.109139,0.109185,0.410912,0.735503
0.110544,0.109139,0.398575,0.735503
0.110765,0.110544,0.403221,0.72423
0.110933,0.110765,0.404571,0.723998
0.112249,0.110933,0.404947,0.69541
0.112641,0.112249,0.406077,0.721906
0.11459,0.112641,0.423594,0.721092
0.114561,0.11459,0.418634,0.708542
0.114074,0.114561,0.414427,0.723998
0.112983,0.114074,0.411069,0.721906
0.112505,0.112983,0.408086,0.758977
0.114224,0.112505,0.408086,0.748983
0.116681,0.114224,0.414019,0.745381
0.117899,0.116681,0.411226,0.746543
0.119572,0.117899,0.406203,0.760256
0.119551,0.119572,0.403378,0.748286
0.118872,0.119551,0.398669,0.757699
0.119427,0.118872,0.401808,0.729111
0.119748,0.119427,0.400082,0.74201
0.118065,0.119748,0.406203,0.747008
0.118547,0.118065,0.404884,0.749216
0.119897,0.118547,0.401526,0.74201
0.119639,0.119897,0.400019,0.746659
0.120074,0.119639,0.400176,0.776293
0.120547,0.120074,0.39553,0.776409
0.121977,0.120547,0.392391,0.777223
0.121845,0.121977,0.379834,0.770947
0.118461,0.121845,0.373211,0.73864
0.118712,0.118461,0.357515,0.723998
0.118543,0.118712,0.365645,0.730273
0.120093,0.118543,0.373462,0.730273
0.121727,0.120093,0.373556,0.736549
0.120871,0.121727,0.386113,0.742708
0.121634,0.120871,0.382754,0.73283
0.121351,0.121634,0.379646,0.735619
0.121374,0.121351,0.381404,0.736432
0.121453,0.121374,0.378014,0.738408
0.12165,0.121453,0.378265,0.751656
0.122395,0.12165,0.374906,0.749216
0.122399,0.122395,0.376413,0.712028
0.122916,0.122399,0.373556,0.712028
0.123478,0.122916,0.373273,0.694131
0.122908,0.123478,0.374874,0.686694
0.12274,0.122908,0.373368,0.658803
0.122809,0.12274,0.370417,0.677397
0.123083,0.122809,0.367278,0.679372
0.12367,0.123083,0.366995,0.711214
0.125544,0.12367,0.368596,0.682045
0.126481,0.125544,0.367152,0.695061
0.128014,0.126481,0.365457,0.700407
0.12987,0.128014,0.363825,0.687159
0.129504,0.12987,0.35943,0.683324
0.13222,0.129504,0.351331,0.676119
0.133951,0.13222,0.348443,0.685764
0.13405,0.133951,0.351425,0.695991
0.136678,0.13405,0.356197,0.686578
0.137628,0.136678,0.35786,0.686578
0.13616,0.137628,0.353089,0.681464
0.137368,0.13616,0.35786,0.677862
0.139583,0.137368,0.35604,0.704939
0.141711,0.139583,0.357515,0.716095
0.142735,0.141711,0.364139,0.72853
0.144274,0.142735,0.364044,0.708658
0.146453,0.144274,0.35786,0.699012
0.14546,0.146453,0.354658,0.699012
0.147154,0.14546,0.356291,0.799535
0.145309,0.147154,0.35786,0.745264
0.141502,0.145309,0.35786,0.737711
0.143207,0.141502,0.35943,0.751075
0.145319,0.143207,0.357672,0.751075
0.149826,0.145319,0.356165,0.749216
0.150179,0.149826,0.356291,0.729227
0.151239,0.150179,0.356197,0.725392
0.153939,0.151239,0.35943,0.719117
0.153086,0.153939,0.35943,0.709355
0.156192,0.153086,0.360999,0.692504
0.156864,0.156192,0.359147,0.686229
0.15687,0.156864,0.35786,0.668565
0.157442,0.15687,0.359273,0.679256
0.154028,0.157442,0.357766,0.679837
0.154366,0.154028,0.35786,0.679605
0.151268,0.154366,0.357641,0.673329
0.150584,0.151268,0.357703,0.677513
0.154919,0.150584,0.35808,0.704939
0.156906,0.154919,0.35786,0.704939
0.153866,0.156906,0.356291,0.687972
0.148627,0.153866,0.356385,0.683788
0.148945,0.148627,0.357735,0.689599
0.144977,0.148945,0.357515,0.689018
0.145353,0.144977,0.356416,0.685532
0.148307,0.145353,0.353466,0.692504
0.147101,0.148307,0.353309,0.709006
0.145967,0.147101,0.349636,0.720279
0.147179,0.145967,0.34973,0.713306
0.148955,0.147179,0.349887,0.699128
0.148507,0.148955,0.352963,0.716212
0.148618,0.148507,0.353214,0.716212
0.146557,0.148618,0.354815,0.721209
0.146873,0.146557,0.354407,0.731784
0.147126,0.146873,0.356385,0.7276
0.145652,0.147126,0.356322,0.7276
0.146205,0.145652,0.357798,0.722719
0.147509,0.146205,0.359053,0.720744
0.14772,0.147509,0.359367,0.726322
0.14762,0.14772,0.373619,0.736084
0.145433,0.14762,0.37365,0.736084
0.145619,0.145433,0.381404,0.723068
0.146563,0.145619,0.374843,0.708193
0.146711,0.146563,0.373305,0.725276
0.147012,0.146711,0.370291,0.739454
0.147085,0.147012,0.37343,0.724811
0.148385,0.147085,0.378359,0.728646
0.148946,0.148385,0.387713,0.734689
0.149709,0.148946,0.384417,0.73283
0.151325,0.149709,0.393898,0.705985
0.153288,0.151325,0.389001,0.705985
0.154022,0.153288,0.393678,0.709006
0.15432,0.154022,0.392297,0.708774
0.155144,0.15432,0.398481,0.732249
0.157596,0.155144,0.404759,0.746659
0.159973,0.157596,0.406297,0.748053
0.161524,0.159973,0.425446,0.745613
0.163276,0.161524,0.434706,0.74817
0.163253,0.163276,0.411351,0.741894
0.165132,0.163253,0.398575,0.754561
0.165528,0.165132,0.394023,0.754561
0.165707,0.165528,0.398543,0.759558
0.166853,0.165707,0.401745,0.768274
0.168514,0.166853,0.40501,0.769088
0.170281,0.168514,0.406203,0.767577
0.171592,0.170281,0.407678,0.767461
0.172864,0.171592,0.407741,0.773155
0.174256,0.172864,0.40771,0.780941
0.173693,0.174256,0.407145,0.78896
0.17684,0.173693,0.40727,0.791981
0.177849,0.17684,0.406768,0.777106
0.180648,0.177849,0.406517,0.773155
0.181353,0.180648,0.406517,0.767345
0.184762,0.181353,0.406799,0.769204
0.176697,0.184762,0.418446,0.798257
0.175966,0.176697,0.418446,0.797908
0.172613,0.175966,0.420078,0.792562
0.17019,0.172613,0.420172,0.76502
0.173076,0.17019,0.40975,0.756188
0.180697,0.173076,0.409656,0.745729
0.18858,0.180697,0.408714,0.751424
0.190444,0.18858,0.408181,0.751424
0.192143,0.190444,0.411445,0.747008
0.197202,0.192143,0.409656,0.756537
0.197554,0.197202,0.408086,0.756537
0.197128,0.197554,0.406642,0.757699
0.1953,0.197128,0.406611,0.749216
0.197803,0.1953,0.406517,0.733992
0.200588,0.197803,0.419073,0.704474
0.201219,0.200588,0.420643,0.695991
0.202352,0.201219,0.420863,0.678791
0.205465,0.202352,0.420706,0.684602
0.205006,0.205465,0.423091,0.656014
0.205983,0.205006,0.420737,0.658338
0.211112,0.205983,0.420298,0.631493
0.211747,0.211112,0.421585,0.630099
0.214486,0.211747,0.422212,0.645671
0.217828,0.214486,0.424033,0.632772
0.218683,0.217828,0.423876,0.619059
0.215091,0.218683,0.427047,0.626496
0.220829,0.215091,0.430123,0.651714
0.222228,0.220829,0.434738,0.666241
0.227405,0.222228,0.436307,0.666241
0.229359,0.227405,0.438034,0.669727
0.227102,0.229359,0.445725,0.671238
0.230293,0.227102,0.445725,0.687507
0.231791,0.230293,0.456084,0.679256
0.239986,0.231791,0.463178,0.673329
0.24231,0.239986,0.46142,0.648112
0.249418,0.24231,0.464622,0.628937
0.252247,0.249418,0.489421,0.614526
0.243303,0.252247,0.467667,0.581987
0.248008,0.243303,0.475609,0.581987
0.25462,0.248008,0.487914,0.607438
0.261793,0.25462,0.481385,0.605694
0.267049,0.261793,0.482766,0.595933
0.264172,0.267049,0.470743,0.525625
0.25705,0.264172,0.477241,0.4
0.25006,0.25705,0.474165,0.438698
0.250235,0.25006,0.466317,0.415224
0.24183,0.250235,0.464748,0.403486
0.23776,0.24183,0.464685,0.391749
0.243437,0.23776,0.49143,0.342824
0.241681,0.243437,0.494255,0.332597
0.246718,0.241681,0.467824,0.301453
0.244679,0.246718,0.46773,0.314701
0.250743,0.244679,0.467636,0.323068
0.256158,0.250743,0.467541,0.291226
0.262471,0.256158,0.467447,0.324811
0.263437,0.262471,0.467604,0.305055
0.272997,0.263437,0.495825,0.404765
0.276062,0.272997,0.496076,0.404765
0.274027,0.276062,0.492811,0.382568
0.280603,0.274027,0.492811,0.372923
0.287205,0.280603,0.489986,0.38896
0.292393,0.287205,0.489829,0.369785
0.299804,0.292393,0.489672,0.369785
0.300413,0.299804,0.489704,0.37269
0.301309,0.300413,0.489704,0.349216
0.310609,0.301309,0.489955,0.324695
0.32176,0.310609,0.481856,0.329343
0.331968,0.32176,0.478999,0.317722
0.341044,0.331968,0.478905,0.300872
0.34929,0.341044,0.481856,0.232191
0.356873,0.34929,0.486565,0.241836
0.370093,0.356873,0.486565,0.254619
0.383773,0.370093,0.490018,0.288321
0.394684,0.383773,0.489704,0.2767
0.406924,0.394684,0.488134,0.268449
0.422385,0.406924,0.488134,0.26566
0.441295,0.422385,0.489861,0.308425
0.460253,0.441295,0.489704,0.309239
0.470974,0.460253,0.489923,0.321441
0.471679,0.470974,0.489704,0.360837
0.470406,0.471679,0.493188,0.348286
0.490646,0.470406,0.496107,0.358861
0.501709,0.490646,0.508852,0.358861
0.504114,0.501709,0.517956,0.349797
0.491127,0.504114,0.521095,0.348518
0.489683,0.491127,0.529288,0.338524
0.475,0.489683,0.527373,0.381639
0.465854,0.475,0.534625,0.424753
0.478705,0.465854,0.53993,0.407786
0.481987,0.478705,0.53836,0.40244
0.474656,0.481987,0.543383,0.416851
0.461707,0.474656,0.543069,0.409181
0.445493,0.461707,0.543069,0.418942
0.451466,0.445493,0.538611,0.403951
0.468276,0.451466,0.536916,0.438466
0.466792,0.468276,0.536791,0.438466
0.475311,0.466792,0.536069,0.449274
0.494975,0.475311,0.535849,0.459733
0.514216,0.494975,0.533118,0.48774
0.536824,0.514216,0.53158,0.48774
0.538267,0.536824,0.531737,0.474956
0.537786,0.538267,0.531454,0.477862
0.555103,0.537786,0.541499,0.481697
0.568758,0.555103,0.557383,0.452063
0.570015,0.568758,0.557509,0.452644
0.57723,0.570015,0.561276,0.46043
0.591661,0.57723,0.571635,0.473794
0.611383,0.591661,0.58394,0.487623
0.625731,0.611383,0.590218,0.501453
0.64531,0.625731,0.590218,0.499826
0.669126,0.64531,0.615175,0.493085
0.682786,0.669126,0.605914,0.464846
0.705315,0.682786,0.591443,0.473329
0.717668,0.705315,0.597784,0.475654
0.712843,0.717668,0.598066,0.484602
0.744074,0.712843,0.596183,0.481232
0.775837,0.744074,0.594676,0.488437
0.779918,0.775837,0.655795,0.497037
0.796293,0.779918,0.679527,0.499709
0.837406,0.796293,0.685962,0.500407
0.840612,0.837406,0.682823,0.49785
0.843563,0.840612,0.696949,0.502963
0.837607,0.843563,0.698173,0.502847
0.872018,0.837607,0.707936,0.502847
0.876484,0.872018,0.7139,0.492853
0.887419,0.876484,0.714026,0.497385
0.885898,0.887419,0.720147,0.508309
0.870199,0.885898,0.725044,0.501104
0.897078,0.870199,0.724981,0.501104
0.925876,0.897078,0.709505,0.502034
0.921741,0.925876,0.642014,0.514003
0.91451,0.921741,0.638592,0.51412
0.939328,0.91451,0.637305,0.503661
0.936119,0.939328,0.637086,0.508774
0.929144,0.936119,0.643238,0.510866
0.934316,0.929144,0.64327,0.506101
0.915763,0.934316,0.643489,0.512609
0.943562,0.915763,0.668697,0.505869
0.967536,0.943562,0.681253,0.505869
0.958792,0.967536,0.687437,0.510052
0.959544,0.958792,0.6999,0.515282
0.978511,0.959544,0.712644,0.525625
1,0.978511,0.684392,0.519001
0.993369,1,0.658934,0.522487
0.961982,0.993369,0.680625,0.517722
0.950289,0.961982,0.684392,0.527949
0.915518,0.950289,0.69224,0.521092
0.872373,0.915518,0.687531,0.522371
0.873382,0.872373,0.704702,0.526438
0.87804,0.873382,0.706366,0.52423
0.845285,0.87804,0.702945,0.525508
0.830844,0.845285,0.706366,0.514817
0.799562,0.830844,0.706209,0.522138
0.773716,0.799562,0.705738,0.528879
0.793833,0.773716,0.705644,0.538873
0.82677,0.793833,0.721873,0.539221
0.831188,0.82677,0.72677,0.530273
0.810403,0.831188,0.71886,0.530738
0.784977,0.810403,0.712456,0.514236
0.789861,0.784977,0.704797,0.49204
0.792659,0.789861,0.709505,0.49204
0.773109,0.792659,0.709348,0.488321
0.755233,0.773109,0.714214,0.465776
0.748631,0.755233,0.71412,0.473213
0.76183,0.748631,0.726927,0.463684
0.759147,0.76183,0.73578,0.462522
0.773243,0.759147,0.740583,0.459849
0.801127,0.773243,0.83507,0.471935
0.819714,0.801127,0.834945,0.492156
0.817509,0.819714,0.830236,0.500755
0.794772,0.817509,0.856919,0.500755
0.767306,0.794772,0.845838,0.485299
0.760592,0.767306,0.853936,0.484951
0.775149,0.760592,0.872614,0.481232
0.777182,0.775149,0.894839,0.486113
0.756247,0.777182,0.900929,0.492853
0.729201,0.756247,0.908683,0.498315
0.718123,0.729201,0.894714,0.479954
0.723179,0.718123,0.902562,0.487623
0.743735,0.723179,0.89305,0.455433
0.732579,0.743735,0.847407,0.455433
0.71681,0.732579,0.885202,0.482045
0.728608,0.71681,0.916625,0.490413
0.741118,0.728608,0.916688,0.488902
0.741665,0.741118,0.940357,0.497385
0.768219,0.741665,0.977681,0.509006
0.759811,0.768219,0.954169,0.485183
0.759846,0.759811,0.982609,0.493202
0.751058,0.759846,0.988825,0.503312
0.728399,0.751058,1,0.497501
0.703444,0.728399,0.970084,0.493085
0.682725,0.703444,0.864704,0.499128
0.679352,0.682725,0.904131,0.48437
0.660952,0.679352,0.910347,0.483905
0.642934,0.660952,0.878516,0.474143
0.626185,0.642934,0.886018,0.483091
0.61971,0.626185,0.874152,0.460081
0.628209,0.61971,0.843546,0.440325
0.615664,0.628209,0.854031,0.455084
0.608274,0.615664,0.886552,0.462987
0.620766,0.608274,0.908055,0.477862
0.607472,0.620766,0.769054,0.46136
0.596704,0.607472,0.737663,0.472981
0.584524,0.596704,0.778472,0.49204
0.582974,0.584524,0.850672,0.507496
0.584524,0.582974,0.847533,0.508077
0.600122,0.584524,0.83981,0.496223
0.604824,0.600122,0.816267,0.496223
0.612704,0.604824,0.812971,0.509704
0.623867,0.612704,0.812939,0.509471
0.647121,0.623867,0.804307,0.515747
0.657338,0.647121,0.81476,0.52423
0.65364,0.657338,0.799002,0.523765
0.661664,0.65364,0.80189,0.533411
0.652724,0.661664,0.786226,0.555142
0.657643,0.652724,0.783212,0.563974
0.669011,0.657643,0.777028,0.561069
0.686518,0.669011,0.770687,0.558512
0.705151,0.686518,0.784876,0.550726
0.708887,0.705151,0.804119,0.560139
0.707572,0.708887,0.804338,0.569204
0.717069,0.707572,0.806818,0.570017
0.732653,0.717069,0.803459,0.581639
0.727738,0.732653,0.803459,0.566066
0.725144,0.727738,0.803428,0.568042
0.724528,0.725144,0.815451,0.567577
0.734742,0.724528,0.81633,0.580825
0.729118,0.734742,0.81002,0.580825
0.713917,0.729118,0.806598,0.58466
0.68706,0.713917,0.81159,0.589076
0.679862,0.68706,0.809989,0.593144
0.695046,0.679862,0.800446,0.605694
0.692255,0.695046,0.797212,0.608019
